,block_id,thread_id,coordinate,value
1628,"(01,01)","(28,21)","(60,53)",3452
892,"(01,01)","(28,22)","(60,54)",3516
1372,"(01,01)","(28,23)","(60,55)",3580
732,"(01,01)","(28,24)","(60,56)",3644
444,"(01,01)","(28,25)","(60,57)",3708
412,"(01,01)","(28,26)","(60,58)",3772
572,"(01,01)","(28,27)","(60,59)",3836
1436,"(01,01)","(28,28)","(60,60)",3900
764,"(01,01)","(28,29)","(60,61)",3964
156,"(01,01)","(28,30)","(60,62)",4028
604,"(01,01)","(28,31)","(60,63)",4092
3901,"(01,01)","(29,00)","(61,32)",2109
3325,"(01,01)","(29,01)","(61,33)",2173
2557,"(01,01)","(29,02)","(61,34)",2237
3773,"(01,01)","(29,03)","(61,35)",2301
3837,"(01,01)","(29,04)","(61,36)",2365
3197,"(01,01)","(29,05)","(61,37)",2429
2525,"(01,01)","(29,06)","(61,38)",2493
3229,"(01,01)","(29,07)","(61,39)",2557
3101,"(01,01)","(29,08)","(61,40)",2621
2685,"(01,01)","(29,09)","(61,41)",2685
2141,"(01,01)","(29,10)","(61,42)",2749
2909,"(01,01)","(29,11)","(61,43)",2813
3165,"(01,01)","(29,12)","(61,44)",2877
1821,"(01,01)","(29,13)","(61,45)",2941
1853,"(01,01)","(29,14)","(61,46)",3005
3293,"(01,01)","(29,15)","(61,47)",3069
2877,"(01,01)","(29,16)","(61,48)",3133
1565,"(01,01)","(29,17)","(61,49)",3197
1757,"(01,01)","(29,18)","(61,50)",3261
2813,"(01,01)","(29,19)","(61,51)",3325
2653,"(01,01)","(29,20)","(61,52)",3389
1629,"(01,01)","(29,21)","(61,53)",3453
893,"(01,01)","(29,22)","(61,54)",3517
1373,"(01,01)","(29,23)","(61,55)",3581
733,"(01,01)","(29,24)","(61,56)",3645
445,"(01,01)","(29,25)","(61,57)",3709
413,"(01,01)","(29,26)","(61,58)",3773
573,"(01,01)","(29,27)","(61,59)",3837
1437,"(01,01)","(29,28)","(61,60)",3901
765,"(01,01)","(29,29)","(61,61)",3965
157,"(01,01)","(29,30)","(61,62)",4029
605,"(01,01)","(29,31)","(61,63)",4093
3902,"(01,01)","(30,00)","(62,32)",2110
3326,"(01,01)","(30,01)","(62,33)",2174
2558,"(01,01)","(30,02)","(62,34)",2238
3774,"(01,01)","(30,03)","(62,35)",2302
3838,"(01,01)","(30,04)","(62,36)",2366
3198,"(01,01)","(30,05)","(62,37)",2430
2526,"(01,01)","(30,06)","(62,38)",2494
3230,"(01,01)","(30,07)","(62,39)",2558
3102,"(01,01)","(30,08)","(62,40)",2622
2686,"(01,01)","(30,09)","(62,41)",2686
2142,"(01,01)","(30,10)","(62,42)",2750
2910,"(01,01)","(30,11)","(62,43)",2814
3166,"(01,01)","(30,12)","(62,44)",2878
1822,"(01,01)","(30,13)","(62,45)",2942
1854,"(01,01)","(30,14)","(62,46)",3006
3294,"(01,01)","(30,15)","(62,47)",3070
2878,"(01,01)","(30,16)","(62,48)",3134
1566,"(01,01)","(30,17)","(62,49)",3198
1758,"(01,01)","(30,18)","(62,50)",3262
2814,"(01,01)","(30,19)","(62,51)",3326
2654,"(01,01)","(30,20)","(62,52)",3390
1630,"(01,01)","(30,21)","(62,53)",3454
894,"(01,01)","(30,22)","(62,54)",3518
1374,"(01,01)","(30,23)","(62,55)",3582
734,"(01,01)","(30,24)","(62,56)",3646
446,"(01,01)","(30,25)","(62,57)",3710
414,"(01,01)","(30,26)","(62,58)",3774
574,"(01,01)","(30,27)","(62,59)",3838
1438,"(01,01)","(30,28)","(62,60)",3902
766,"(01,01)","(30,29)","(62,61)",3966
158,"(01,01)","(30,30)","(62,62)",4030
606,"(01,01)","(30,31)","(62,63)",4094
3903,"(01,01)","(31,00)","(63,32)",2111
3327,"(01,01)","(31,01)","(63,33)",2175
2559,"(01,01)","(31,02)","(63,34)",2239
3775,"(01,01)","(31,03)","(63,35)",2303
3839,"(01,01)","(31,04)","(63,36)",2367
3199,"(01,01)","(31,05)","(63,37)",2431
2527,"(01,01)","(31,06)","(63,38)",2495
3231,"(01,01)","(31,07)","(63,39)",2559
3103,"(01,01)","(31,08)","(63,40)",2623
2687,"(01,01)","(31,09)","(63,41)",2687
2143,"(01,01)","(31,10)","(63,42)",2751
2911,"(01,01)","(31,11)","(63,43)",2815
3167,"(01,01)","(31,12)","(63,44)",2879
1823,"(01,01)","(31,13)","(63,45)",2943
1855,"(01,01)","(31,14)","(63,46)",3007
3295,"(01,01)","(31,15)","(63,47)",3071
2879,"(01,01)","(31,16)","(63,48)",3135
1567,"(01,01)","(31,17)","(63,49)",3199
1759,"(01,01)","(31,18)","(63,50)",3263
2815,"(01,01)","(31,19)","(63,51)",3327
2655,"(01,01)","(31,20)","(63,52)",3391
1631,"(01,01)","(31,21)","(63,53)",3455
895,"(01,01)","(31,22)","(63,54)",3519
1375,"(01,01)","(31,23)","(63,55)",3583
735,"(01,01)","(31,24)","(63,56)",3647
447,"(01,01)","(31,25)","(63,57)",3711
415,"(01,01)","(31,26)","(63,58)",3775
575,"(01,01)","(31,27)","(63,59)",3839
1439,"(01,01)","(31,28)","(63,60)",3903
767,"(01,01)","(31,29)","(63,61)",3967
159,"(01,01)","(31,30)","(63,62)",4031
607,"(01,01)","(31,31)","(63,63)",4095
